1,2.8308,20.28,64.867,6.7636,43.677
3,2.7719,14.963,72.288,5.4406,31.839
10,2.7719,12.088,72.288,4.7755,25.731
30,2.7719,10.203,39.509,4.1314,20.646
50,2.7719,9.4567,39.509,4.1097,17.93
90,2.8308,8.7947,28.855,4.1284,17.052
