  # Samp Profile                         DE76    De94   DL
---------------------------------------------------------------
 52   3  1.246 2.207 0.278 -0.688 -0.847   12.3525 11.1074 8.9228
 53   3  1.692 2.123 1.066 -1.157 -1.257   14.3063 12.9119 10.3236
 54   3  1.046 0.717 0.406 -0.488 -0.664   12.0112 10.8384 8.5998
 55   3  1.114 1.067 0.446 -0.575 -0.683   12.0433 10.8716 8.6618
 56   3  1.843 3.054 0.364 -1.262 -1.483   15.0279 13.5292 10.8553
 57   3  1.076 1.265 0.322 -0.571 -0.584   12.0330 10.8964 8.8159
 58   3  1.568 1.914 0.386 -1.049 -1.098   13.2415 11.9171 9.4882
 59   3  1.339 1.731 -1.611 -0.803 -0.892   12.4514 11.2034 9.1540
 60   3  1.676 2.133 0.031 -1.040 -1.428   14.2050 12.7950 10.2552
 61   3  0.312 0.236 0.415 0.185 0.192   15.1678 13.9303 11.7656
 62   3  0.384 -0.293 0.695 0.061 0.257   15.1385 13.8100 11.5032
 63   3  0.680 1.595 -1.101 0.008 -0.488   13.0143 11.8173 9.7591
 64   3  1.363 0.819 0.224 -0.727 -1.143   12.7108 11.4449 9.0113
 65   3  0.685 1.471 -1.023 -0.057 -0.385   13.1299 11.9450 9.8978
 66   3  1.542 2.789 0.418 -0.976 -1.160   13.4242 12.0370 9.6322
 67   3  0.811 0.917 0.744 -0.311 -0.312   12.4470 11.2954 9.1820
 68   3  1.062 0.773 0.383 -0.508 -0.662   12.1133 10.9694 8.7571
 69   3  0.818 0.533 0.301 -0.257 -0.455   12.3892 11.2302 9.0998
 70   3  1.350 1.380 0.637 -0.802 -0.939   12.5995 11.3765 9.0462
 71   3  1.559 2.141 0.692 -1.029 -1.108   13.4087 12.0706 9.6589
 72   3  0.671 -0.198 0.672 -0.171 -0.171   13.3238 12.0878 9.9063
 73   3  1.178 -0.576 1.121 -0.673 -0.689   13.6883 12.3666 9.8224
 74   3  0.566 0.491 0.625 -0.068 -0.064   13.3209 12.1057 10.0807
 75   3  0.624 -0.886 1.122 -0.157 -0.067   14.1416 12.7787 10.3405
 76   3  0.489 -0.609 1.000 -0.098 0.289   14.9835 13.5868 11.1318
 77   3  0.362 1.480 -1.164 0.287 -0.096   14.8791 13.5913 11.3625
 78   3  1.943 2.903 -1.730 -1.375 -1.551   15.0656 13.4660 10.7485
 79   3  1.824 1.827 0.445 -1.245 -1.460   15.1395 13.6931 10.9741
 80   3  0.896 1.681 0.362 -0.369 -0.445   12.1540 11.0213 9.0373
 81   3  1.436 1.436 0.164 -0.820 -1.165   12.9202 11.6289 9.2251
 82   3  0.395 -0.328 0.742 0.036 0.292   15.2953 13.9688 11.6599
 83   3  1.045 1.626 -0.063 -0.514 -0.595   12.1557 10.9884 8.8855
 84   3  1.318 1.509 0.665 -0.767 -0.917   12.6230 11.4013 9.0841
 85   3  1.505 3.628 -1.415 -0.836 -1.288   14.0801 12.5750 10.1672
 86   3  1.185 1.144 0.088 -0.574 -0.905   12.2049 11.0065 8.7625
 87   3  0.544 0.566 -0.227 -0.052 -0.029   13.7648 12.5462 10.4123
 88   3  1.808 2.610 0.769 -1.258 -1.397   14.7419 13.3090 10.7423
 89   3  1.140 1.283 0.146 -0.570 -0.763   12.1619 10.9718 8.7714
 90   3  1.220 1.020 0.133 -0.600 -0.967   12.3470 11.1357 8.8430
 91   3  1.547 2.039 1.143 -1.033 -1.072   13.4602 12.1394 9.6973
 92   3  1.215 1.638 0.691 -0.683 -0.774   12.1539 10.9690 8.7614
 93   3  1.449 1.698 0.079 -0.936 -0.971   12.5885 11.3051 8.9545
 94   3  0.872 1.163 0.259 -0.324 -0.465   12.3586 11.2106 9.1667
 95   3  0.882 1.532 0.477 -0.364 -0.415   12.3049 11.1439 9.0576
 96   3  1.144 1.452 0.394 -0.587 -0.752   12.0599 10.8785 8.6809
 97   3  0.418 -0.575 0.907 0.021 0.210   15.0753 13.7523 11.3926
 98   3  1.192 1.446 -1.251 -0.672 -0.720   12.1777 10.9657 8.8376
 99   3  1.025 0.478 0.427 -0.460 -0.663   12.2364 11.0556 8.7748
100   3  0.358 0.110 0.388 0.140 0.147   14.9018 13.6271 11.5284
---------------------------------------------------------------
AVG   3  1.119 1.286 0.209 -0.578 -0.689   13.1042 11.8486 9.5773
