1,2.7719,20.36,71.147,7.2938,42.282
3,2.7719,15.747,73.552,6.4428,30.526
10,2.8308,13.655,73.552,5.9342,25.739
30,3.0368,12.587,51.038,5.8614,23.301
50,3.0368,12.085,41.096,5.8113,22.451
90,3.0368,11.49,32.357,5.2345,18.503
