1,2.7719,22.956,70.701,8.261,45.066
3,2.8308,18.454,67.909,7.0723,37.661
10,2.6548,15.84,73.552,6.5375,31.19
30,2.8308,13.977,72.288,6.2003,26.243
50,2.8308,13.762,72.288,6.3784,25.162
90,3.6325,13.082,31.147,7.0832,23.783
