  # Samp Profile                         DE76    De94   DL
---------------------------------------------------------------
 78  10  0.006 -0.248 0.861 0.466 0.533   13.3558 10.5104 7.6999
 79  10  -0.095 0.343 -0.075 0.594 0.599   13.4443 10.3586 7.3785
 80  10  -0.181 -0.229 0.231 0.677 0.686   13.0801 10.1262 7.3607
 81  10  -0.205 0.727 -0.055 0.695 0.721   13.6845 10.5312 7.4760
 82  10  -0.194 0.847 -0.170 0.692 0.697   13.3176 10.2159 7.0182
 83  10  -0.147 -0.168 -0.043 0.646 0.649   13.2969 10.3729 7.4305
 84  10  -0.262 -0.560 0.437 0.747 0.787   13.4903 10.7061 7.9518
 85  10  0.355 0.273 0.426 0.139 0.155   13.6733 10.7837 8.1151
 86  10  -0.256 -0.379 1.049 0.746 0.772   13.7745 10.8110 7.8735
 87  10  0.505 0.658 0.389 -0.001 -0.012   14.9766 12.0293 9.5832
 88  10  -0.083 -0.490 1.090 0.542 0.645   13.0712 10.2165 7.2831
 89  10  -0.218 0.087 -0.168 0.715 0.723   13.3895 10.4166 7.6677
 90  10  -0.135 0.050 0.092 0.625 0.651   13.2654 10.1971 7.2566
 91  10  0.438 0.334 0.243 0.096 -0.028   14.4928 11.5785 9.0841
 92  10  0.015 0.700 -0.123 0.505 0.434   13.1912 10.1902 7.3443
 93  10  -0.309 -0.511 0.464 0.797 0.829   13.8707 10.9656 8.2274
 94  10  -0.125 -0.179 0.344 0.621 0.631   13.0824 10.0856 7.1551
 95  10  0.168 -0.612 1.122 0.160 0.635   13.5566 10.6892 7.7400
 96  10  -0.009 0.789 -0.236 0.564 0.339   12.7808 9.9845 7.0646
 97  10  -0.108 1.212 -0.703 0.897 -0.180   13.7858 10.7003 7.7386
 98  10  -0.249 -0.186 -0.367 0.753 0.744   13.4685 10.5138 7.7557
 99  10  -0.230 0.649 -0.257 0.731 0.729   13.5971 10.4320 7.3265
100  10  0.051 0.653 0.010 0.453 0.441   13.5066 10.4436 7.4410
---------------------------------------------------------------
AVG  10  -0.053 0.179 0.163 0.555 0.541   13.4531 10.4802 7.6136
MIN  10  -0.393 -0.801 -0.976 -0.101 -0.180   12.7808 9.8809 7.0062
MAX  10  0.540 1.643 1.545 0.926 0.935   15.0312 12.0293 9.5832

  # Samp Profile                         DE76    De94   DL
---------------------------------------------------------------
  1  30  -0.094 -0.032 0.251 0.576 0.626   13.1830 10.3230 7.3564
  2  30  -0.036 -0.158 0.651 0.514 0.566   13.4732 10.7239 8.0244
  3  30  -0.213 -0.267 0.184 0.704 0.726   13.1599 10.3325 7.5339
  4  30  -0.062 -0.220 0.097 0.557 0.569   12.9876 10.0288 7.3326
  5  30  -0.009 0.171 0.257 0.506 0.514   13.3580 10.5531 7.7363
  6  30  0.053 -0.039 0.607 0.439 0.459   12.8040 9.9290 7.0813
  7  30  -0.036 0.134 -0.143 0.542 0.526   12.7721 9.8958 7.1268
  8  30  -0.025 0.219 0.211 0.512 0.542   12.7515 9.7389 6.7223
  9  30  -0.234 0.197 -0.001 0.727 0.743   13.5139 10.5227 7.7758
 10  30  0.040 0.183 0.307 0.405 0.503   13.4066 10.2034 7.3956
 11  30  -0.071 -0.170 0.784 0.560 0.586   13.2745 10.3017 7.4512
 12  30  -0.069 0.247 0.085 0.574 0.559   13.0000 10.0003 6.9375
 13  30  0.096 0.046 0.400 0.389 0.437   13.2426 10.4513 7.6052
 14  30  0.036 0.178 -0.073 0.464 0.463   12.6462 9.8166 6.9501
 15  30  0.069 0.394 0.086 0.432 0.428   13.3127 10.1674 7.2886
 16  30  0.000 0.480 -0.008 0.497 0.502   12.8869 10.2032 7.6951
 17  30  0.013 0.146 0.260 0.469 0.516   12.5775 9.5523 6.8172
 18  30  -0.087 -0.230 0.359 0.563 0.631   12.1464 9.4529 6.8237
