1,3.0368,20.193,69.432,7.1848,41.508
3,2.7719,16.149,72.288,6.1042,33.086
10,3.0368,13.905,72.288,5.5992,27.332
30,3.0368,12.46,72.288,5.2655,23.335
50,3.0368,12.071,34.396,5.0146,22.688
90,3.0407,11.841,26.392,4.7746,22.98
