1,3.0694,23.487,69.685,8.218,46.713
3,2.6548,18.212,69.363,6.995,36.289
10,2.7719,14.739,72.288,5.8008,29.152
30,2.8308,12.908,56.971,5.311,26.059
50,2.8308,11.933,47.655,4.8678,23.495
90,2.8308,11.417,47.655,4.7296,22.132
