1,3.0407,21.827,74.595,8.3437,42.911
3,2.907,18.249,74.595,7.9403,34.293
10,3.2623,17.105,72.288,7.5335,31.191
30,3.7611,15.755,72.288,6.9285,28.274
50,3.7611,15.607,53.322,6.8179,27.382
90,3.7611,15.077,40.294,6.6092,26.461
