1,3.0407,22.045,74.595,8.4086,44.703
3,3.0407,18.734,72.288,7.8818,34.73
10,3.4412,17.629,72.288,7.4517,31.726
30,3.4412,16.915,53.823,7.2373,29.833
50,3.4412,16.568,53.322,6.9285,28.423
90,3.4412,16.059,46.236,5.3323,27.614
