1,2.907,21.967,71.268,8.2979,42.904
3,3.2623,19.634,72.288,8.0013,37.542
10,2.907,18.121,72.288,7.873,33.614
30,3.2623,16.904,64.934,7.7331,30.649
50,3.7625,16.69,63.997,7.6185,29.661
90,3.7625,16.556,47.655,7.7564,28.696
