  # Samp Profile                         DE76    De94   DL
---------------------------------------------------------------
  6  30  0.021 -0.160 0.447 0.453 0.517   11.1748 9.3571 7.1772
  7  30  -0.017 -0.365 0.913 0.464 0.593   10.5795 8.7954 6.6578
  8  30  -0.139 -0.132 0.080 0.629 0.654   11.8674 10.0195 7.7607
  9  30  0.196 -0.238 0.731 0.271 0.362   11.6551 9.9487 7.7239
 10  30  0.000 -0.100 0.682 0.491 0.512   11.1140 9.1318 6.8650
 11  30  -0.142 -0.434 1.122 0.601 0.696   11.7273 9.7080 7.2578
 12  30  -0.142 -0.788 0.995 0.589 0.723   10.8854 9.2065 6.8442
 13  30  -0.143 -0.418 1.099 0.612 0.687   10.7237 9.0387 6.8179
 14  30  0.037 -0.315 0.916 0.392 0.551   11.0343 9.3015 7.1036
 15  30  0.145 0.009 0.442 0.308 0.477   11.5798 9.8248 7.5919
 16  30  0.003 -0.397 0.837 0.435 0.583   11.0172 9.3564 7.2257
 17  30  0.045 -0.399 0.986 0.369 0.572   11.2963 9.5207 7.1525
 18  30  -0.122 -0.417 0.815 0.567 0.691   10.8890 9.2161 6.9772
 19  30  0.010 -0.275 0.521 0.446 0.560   11.0333 9.2614 7.0174
 20  30  -0.017 -0.565 0.992 0.439 0.645   11.2675 9.4481 6.9599
