1,3.1234,22.995,73.861,8.4377,45.333
3,3.0694,21.244,77.896,8.4589,40.768
10,3.0694,19.244,74.595,8.2647,35.31
30,3.9382,18.771,55.078,8.1459,31.667
50,3.9382,18.493,55.078,8.3364,30.8
90,3.9382,18.164,45.666,8.5099,27.933
