  # Samp Profile                         DE76    De94   DL
---------------------------------------------------------------
  4   3  0.667 0.000 0.000 0.333 0.000   14.5718 11.6531 9.1602
  5   3  0.000 0.333 0.667 0.000 0.000   13.5134 10.7562 8.2788
  6   3  0.000 0.667 0.000 0.000 0.333   13.2663 10.3178 7.4822
  7   3  0.000 1.000 0.000 0.000 0.000   13.8762 10.8338 8.0560
  8   3  0.000 0.000 0.000 0.333 0.667   12.9953 9.9827 7.0964
  9   3  0.000 0.333 0.333 0.333 0.000   13.4629 10.5881 7.8662
 10   3  0.333 0.000 0.333 0.000 0.333   13.7771 10.9147 8.2600
 11   3  0.000 0.333 0.000 0.333 0.333   13.1579 10.1415 7.2974
 12   3  0.000 0.000 0.000 0.000 1.000   12.8956 9.9800 7.1039
 13   3  0.000 0.000 0.333 0.333 0.333   12.9636 10.0683 7.4800
 14   3  0.667 0.000 0.000 0.000 0.333   14.1895 11.3427 8.8038
 15   3  0.000 0.000 0.667 0.000 0.333   13.4554 10.5415 7.8010
 16   3  0.000 0.000 0.667 0.000 0.333   13.3890 10.4709 7.6842
 17   3  0.333 0.333 0.000 0.000 0.333   13.7132 10.7591 8.0470
 18   3  0.000 0.333 0.333 0.000 0.333   13.2673 10.3309 7.5349
 19   3  0.000 0.333 0.000 0.333 0.333   13.1837 10.1882 7.3520
 20   3  0.000 0.000 0.000 0.333 0.667   13.1513 10.1219 7.2246
 21   3  0.333 0.333 0.000 0.333 0.000   13.8327 10.9791 8.3892
 22   3  0.333 0.000 0.333 0.000 0.333   13.4851 10.8095 8.2835
 23   3  0.333 0.000 0.333 0.000 0.333   13.6103 10.7096 8.0482
 24   3  0.333 0.000 0.333 0.000 0.333   13.6407 10.7605 8.0915
 25   3  0.000 0.000 0.000 0.000 1.000   13.0042 9.9945 7.0952
 26   3  0.333 0.333 0.000 0.000 0.333   13.5089 10.6776 8.0030
 27   3  0.000 0.333 0.000 0.333 0.333   13.3320 10.2881 7.3972
 28   3  0.000 0.333 0.000 0.000 0.667   13.1153 10.1216 7.2379
 29   3  0.000 0.000 0.667 0.000 0.333   13.4259 10.5131 7.7684
 30   3  0.333 0.000 0.000 0.333 0.333   13.5133 10.5873 7.8599
 31   3  0.333 0.000 0.333 0.333 0.000   13.9213 11.0137 8.4280
 32   3  0.333 0.000 0.333 0.000 0.333   13.6522 10.7812 8.1086
 33   3  0.000 0.000 0.667 0.000 0.333   13.3195 10.3564 7.5508
 34   3  0.000 0.333 0.667 0.000 0.000   13.6542 10.7786 8.1716
 35   3  0.000 0.000 0.333 0.333 0.333   12.9199 10.0463 7.3126
 36   3  0.333 0.000 0.667 0.000 0.000   14.4481 11.5850 9.0490
 37   3  0.000 0.000 0.667 0.000 0.333   13.4210 10.4905 7.7596
 38   3  0.000 0.000 0.667 0.000 0.333   13.4632 10.5025 7.7000
 39   3  0.333 0.333 0.333 0.000 0.000   14.1863 11.3206 8.7916
 40   3  0.333 0.667 0.000 0.000 0.000   14.4014 11.3990 8.8284
 41   3  0.000 0.333 0.000 0.000 0.667   13.2180 10.1691 7.2867
 42   3  0.333 0.000 0.333 0.000 0.333   13.5547 10.7089 8.0290
 43   3  0.333 0.000 0.000 0.333 0.333   13.4323 10.5134 7.7762
 44   3  0.333 0.333 0.000 0.000 0.333   13.5654 10.6712 7.9762
 45   3  0.333 0.000 0.333 0.000 0.333   13.3985 10.5641 8.0879
 46   3  0.333 0.000 0.333 0.000 0.333   13.6540 10.7338 8.0696
 47   3  0.000 0.000 0.333 0.000 0.667   13.0374 10.0409 7.1910
 48   3  0.000 0.333 0.333 0.000 0.333   13.3155 10.3081 7.4875
 49   3  0.667 0.000 0.333 0.000 0.000   15.0276 12.1874 9.7724
 50   3  0.333 0.000 0.333 0.333 0.000   13.8542 11.0284 8.4780
 51   3  0.000 0.000 1.000 0.000 0.000   13.8801 11.0446 8.4194
 52   3  0.000 0.333 0.333 0.333 0.000   13.4388 10.6064 7.9736
 53   3  0.000 0.000 0.667 0.333 0.000   13.6532 10.7088 8.0085
 54   3  0.000 0.333 0.333 0.000 0.333   13.3240 10.3697 7.5993
 55   3  0.000 0.333 0.000 0.333 0.333   13.2609 10.2259 7.3269
 56   3  0.000 0.333 0.000 0.000 0.667   12.9711 10.0010 7.1774
 57   3  0.333 0.000 0.000 0.667 0.000   13.6085 10.7580 8.1430
 58   3  0.000 0.000 0.333 0.333 0.333   13.0914 10.1427 7.3496
 59   3  0.000 0.333 0.333 0.333 0.000   13.4888 10.5988 7.8981
 60   3  0.000 0.667 0.000 0.000 0.333   13.3119 10.2694 7.3909
 61   3  0.000 0.667 0.000 0.000 0.333   13.4403 10.4223 7.5475
 62   3  0.333 0.000 0.667 0.000 0.000   14.3412 11.5729 9.1245
 63   3  0.000 0.333 0.667 0.000 0.000   13.6056 10.7205 8.1290
 64   3  0.000 0.000 0.333 0.667 0.000   13.2647 10.4108 7.6698
 65   3  0.333 0.333 0.000 0.333 0.000   14.0277 11.0941 8.4608
 66   3  0.667 0.000 0.333 0.000 0.000   14.9692 12.1401 9.7275
 67   3  0.000 0.333 0.333 0.333 0.000   13.4716 10.5597 7.8190
 68   3  0.000 0.000 0.000 1.000 0.000   13.0279 10.2075 7.4939
 69   3  0.000 1.000 0.000 0.000 0.000   13.8942 10.8829 8.1654
 70   3  0.000 0.333 0.333 0.000 0.333   13.4963 10.4970 7.6831
 71   3  0.333 0.333 0.333 0.000 0.000   14.3041 11.3725 8.8556
 72   3  0.000 0.000 0.000 0.667 0.333   13.1925 10.1631 7.2970
 73   3  0.000 0.333 0.333 0.000 0.333   13.3820 10.4184 7.6725
 74   3  0.000 0.000 0.000 0.667 0.333   12.9534 9.9963 7.1351
 75   3  0.333 0.000 0.000 0.333 0.333   13.3470 10.4698 7.8021
 76   3  0.000 0.000 0.333 0.000 0.667   13.0562 10.1642 7.3296
 77   3  0.667 0.000 0.000 0.000 0.333   13.9784 11.2032 8.7238
 78   3  0.333 0.000 0.667 0.000 0.000   14.5017 11.6517 9.1776
 79   3  0.000 0.000 0.333 0.333 0.333   13.2164 10.2514 7.4749
 80   3  0.000 0.000 0.667 0.333 0.000   13.5246 10.6124 7.9006
 81   3  0.333 0.000 0.000 0.333 0.333   13.4908 10.5465 7.8174
 82   3  0.000 0.333 0.333 0.333 0.000   13.4858 10.5316 7.8205
 83   3  0.333 0.333 0.000 0.000 0.333   13.5881 10.6797 8.0330
 84   3  0.000 0.333 0.333 0.000 0.333   13.2196 10.3104 7.5050
 85   3  0.000 0.333 0.000 0.000 0.667   13.0436 10.0006 7.0931
 86   3  0.000 0.000 0.667 0.000 0.333   13.3020 10.4268 7.6748
 87   3  0.333 0.000 0.000 0.000 0.667   13.1713 10.2750 7.5228
 88   3  0.667 0.000 0.000 0.000 0.333   14.1478 11.3639 8.8610
 89   3  0.333 0.000 0.333 0.000 0.333   13.7033 10.8895 8.2611
 90   3  0.333 0.000 0.000 0.333 0.333   13.4031 10.5577 7.9085
 91   3  0.000 0.000 0.000 0.667 0.333   13.2077 10.2288 7.3863
 92   3  0.000 0.333 0.333 0.333 0.000   13.4861 10.6043 7.9002
